ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216834_at	4.19E-05	3.02E-06	-5.0485352	4.211089	-2.19606004	RGS1	regulator of G-protein signaling 1
221601_s_at	1.22E-07	2.59E-09	-6.7595016	11.034596	-2.19424687	FCMR	Fc fragment of IgM receptor
229430_at	9.68E-06	5.10E-07	-5.4956256	5.920884	-2.19342186	C8orf46	chromosome 8 open reading frame 46
216059_at	2.94E-08	4.67E-10	-7.1565715	12.698222	-2.19017641	PAX3	paired box 3
230538_at	1.88E-05	1.13E-06	-5.2975159	5.155238	-2.18837736	SHC4	SHC adaptor protein 4
227051_at	6.14E-09	6.95E-11	-7.5941241	14.549631	-2.18068919	BACE2	beta-site APP-cleaving enzyme 2
1555058_a_at	3.09E-13	2.66E-16	-10.4512451	26.678402	-2.17513084	LPGAT1	lysophosphatidylglycerol acyltransferase 1
211844_s_at	3.55E-08	5.87E-10	-7.103768	12.475944	-2.17376942	NRP2	neuropilin 2
1569971_at	5.10E-03	1.01E-03	-3.4209033	-1.300451	-2.17192926	LOC100288721	uncharacterized LOC100288721
223503_at	5.33E-03	1.07E-03	-3.4037985	-1.350833	-2.16952748	TMEM163	transmembrane protein 163
204944_at	1.41E-10	6.05E-13	-8.6759087	19.164599	-2.16893001	PTPRG	"protein tyrosine phosphatase, receptor type G"
201860_s_at	6.32E-08	1.18E-09	-6.9429333	11.800775	-2.16885656	PLAT	"plasminogen activator, tissue type"
217999_s_at	3.90E-07	1.07E-08	-6.4276043	9.660708	-2.16614515	PHLDA1	pleckstrin homology like domain family A member 1
203915_at	1.09E-02	2.55E-03	-3.1214091	-2.155368	-2.16392258	CXCL9	C-X-C motif chemokine ligand 9
214460_at	3.34E-06	1.41E-07	-5.8114182	7.164813	-2.16363827	LSAMP	limbic system-associated membrane protein
1560916_a_at	7.37E-08	1.42E-09	-6.8998209	11.620309	-2.16351241	DPY19L1	dpy-19 like 1
207426_s_at	3.67E-07	9.87E-09	-6.4461651	9.737066	-2.16162726	TNFSF4	tumor necrosis factor superfamily member 4
204035_at	2.37E-05	1.52E-06	-5.2235383	4.87252	-2.15667857	SCG2	secretogranin II
206377_at	2.67E-05	1.75E-06	-5.1869831	4.733488	-2.15575096	FOXF2	forkhead box F2
212092_at	1.21E-03	1.75E-04	-3.9491936	0.341704	-2.15553087	PEG10	paternally expressed 10
202604_x_at	4.66E-11	1.35E-13	-9.017229	20.62118	-2.15367628	ADAM10	ADAM metallopeptidase domain 10
231083_at	1.28E-07	2.75E-09	-6.7458284	10.977665	-2.15348504	ETV5	ETS variant 5
228602_at	3.52E-06	1.49E-07	-5.7970888	7.107793	-2.15300635	SGCD	sarcoglycan delta
206715_at	1.45E-05	8.28E-07	-5.3752307	5.454139	-2.15186168	TFEC	transcription factor EC
213241_at	1.22E-07	2.59E-09	-6.7598567	11.036075	-2.15116657	PLXNC1	plexin C1
205894_at	6.09E-08	1.13E-09	-6.952418	11.840508	-2.14842021	ARSE	arylsulfatase E (chondrodysplasia punctata 1)
203234_at	1.57E-09	1.26E-11	-7.9841149	16.21003	-2.14717947	UPP1	uridine phosphorylase 1
1566967_at	2.55E-05	1.65E-06	-5.2021519	4.791126	-2.14481139	SPRY4-IT1	SPRY4 intronic transcript 1
202947_s_at	9.75E-07	3.20E-08	-6.1671609	8.595998	-2.14027678	GYPC	glycophorin C (Gerbich blood group)
206696_at	9.25E-04	1.26E-04	-4.0450551	0.656471	-2.13976709	GPR143	G protein-coupled receptor 143
1554442_at	2.65E-08	4.12E-10	-7.1852411	12.819025	-2.13896931	BEST1	bestrophin 1
219557_s_at	1.97E-06	7.30E-08	-5.9699613	7.799055	-2.13896852	NRIP3	nuclear receptor interacting protein 3
204044_at	9.28E-08	1.86E-09	-6.8365049	11.355696	-2.13575882	QPRT	quinolinate phosphoribosyltransferase
235334_at	2.06E-05	1.26E-06	-5.2693315	5.047315	-2.13448613	ST6GALNAC3	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
1557078_at	2.05E-06	7.68E-08	-5.9575781	7.749301	-2.1342204	SLFN5	schlafen family member 5
234303_s_at	4.72E-06	2.12E-07	-5.7116935	6.769079	-2.13364921	GPR85	G protein-coupled receptor 85
242414_at	9.60E-09	1.20E-10	-7.4684601	14.016386	-2.12398836	QPRT	quinolinate phosphoribosyltransferase
204627_s_at	2.37E-03	3.96E-04	-3.7087153	-0.425884	-2.12330923	ITGB3	integrin subunit beta 3
231776_at	1.17E-04	1.05E-05	-4.725275	3.018878	-2.11893415	EOMES	eomesodermin
236745_at	3.56E-07	9.51E-09	-6.4547442	9.77238	-2.11874132	CCDC78	coiled-coil domain containing 78
32128_at	1.12E-03	1.58E-04	-3.9793467	0.440189	-2.11588113	CCL18	C-C motif chemokine ligand 18
222880_at	1.09E-05	5.86E-07	-5.461512	5.788189	-2.11411674	AKT3	AKT serine/threonine kinase 3
215695_s_at	2.50E-07	6.21E-09	-6.5550847	10.18634	-2.11392429	GYG2	glycogenin 2
210164_at	1.53E-03	2.32E-04	-3.8670667	0.075953	-2.1134549	GZMB	granzyme B
1568933_at	4.07E-06	1.78E-07	-5.7540078	6.93668	-2.10779361	LYPD8	LY6/PLAUR domain containing 8
1561789_at	1.10E-04	9.65E-06	-4.7468396	3.097137	-2.1031536	LOC105375640	uncharacterized LOC105375640
237105_at	4.31E-11	1.23E-13	-9.0393256	20.715369	-2.10045378	LOC101927027	uncharacterized LOC101927027
1555920_at	5.57E-06	2.58E-07	-5.6638481	6.580144	-2.09986107	CBX3	chromobox 3
224456_s_at	4.25E-08	7.31E-10	-7.0530752	12.262827	-2.09954057	FOXD2-AS1	FOXD2 antisense RNA 1 (head to head)
211122_s_at	1.27E-03	1.85E-04	-3.9340598	0.292459	-2.09952582	CXCL11	C-X-C motif chemokine ligand 11
206155_at	5.15E-05	3.88E-06	-4.9842469	3.970832	-2.09899006	ABCC2	ATP binding cassette subfamily C member 2
206609_at	2.52E-02	7.24E-03	-2.7610598	-3.103117	-2.0986806	MAGEC1	MAGE family member C1
227563_at	2.19E-08	3.30E-10	-7.2366982	13.036048	-2.09723182	FAM27E2///FAM27E3	family with sequence similarity 27 member E2///family with sequence similarity 27 member E3
233337_s_at	4.58E-05	3.37E-06	-5.0201688	4.104893	-2.09641612	SEZ6L2	seizure related 6 homolog like 2
231337_at	4.26E-04	4.94E-05	-4.3068594	1.540058	-2.09066988	LOC100505498///TEX41	uncharacterized LOC100505498///testis expressed 41 (non-protein coding)
223618_at	1.01E-02	2.32E-03	-3.1528188	-2.06848	-2.08818878	FMN2	formin 2
227626_at	4.98E-08	8.89E-10	-7.0079092	12.073184	-2.08762084	PAQR8	progestin and adipoQ receptor family member 8
217997_at	1.30E-07	2.80E-09	-6.7410778	10.95789	-2.08532366	PHLDA1	pleckstrin homology like domain family A member 1
231688_at	2.68E-03	4.58E-04	-3.665277	-0.561044	-2.07894603	MMP8	matrix metallopeptidase 8
230423_at	3.48E-11	9.15E-14	-9.106759	21.002705	-2.07709548	FOXD3-AS1	FOXD3 antisense RNA 1 (head to head)
214806_at	7.41E-10	4.82E-12	-8.2035774	17.146789	-2.07580863	BICD1	BICD cargo adaptor 1
206426_at	1.84E-04	1.81E-05	-4.5791981	2.493852	-2.07527197	MLANA	melan-A
221266_s_at	9.18E-05	7.79E-06	-4.8029795	3.301752	-2.07372784	DCSTAMP	dendrocyte expressed seven transmembrane protein
202976_s_at	5.86E-07	1.74E-08	-6.3123933	9.188123	-2.07159752	RHOBTB3	Rho related BTB domain containing 3
214772_at	2.88E-08	4.55E-10	-7.1628401	12.724628	-2.06907325	KIAA1549L	KIAA1549 like
202478_at	3.25E-14	1.55E-17	-11.1178944	29.437983	-2.0671749	TRIB2	tribbles pseudokinase 2
209198_s_at	2.29E-06	8.84E-08	-5.9236863	7.613312	-2.06270427	SYT11	synaptotagmin 11
235709_at	3.66E-08	6.09E-10	-7.0951706	12.43978	-2.05862824	GAS2L3	growth arrest specific 2 like 3
223344_s_at	1.31E-05	7.32E-07	-5.4060673	5.573266	-2.05854626	MS4A7	membrane spanning 4-domains A7
204584_at	2.40E-03	4.02E-04	-3.7043848	-0.439407	-2.05790625	L1CAM	L1 cell adhesion molecule
228439_at	3.60E-08	5.97E-10	-7.0998529	12.459474	-2.05755086	BATF2	basic leucine zipper ATF-like transcription factor 2
209504_s_at	1.85E-03	2.92E-04	-3.8001287	-0.137906	-2.0555193	PLEKHB1	pleckstrin homology domain containing B1
1566968_at	1.38E-05	7.76E-07	-5.3915038	5.516968	-2.05363041	SPRY4-IT1	SPRY4 intronic transcript 1
1560503_a_at	8.80E-07	2.84E-08	-6.1959335	8.712972	-2.05280369	TFAP2A-AS1	TFAP2A antisense RNA 1
233177_s_at	2.76E-10	1.39E-12	-8.4872928	18.358843	-2.05231926	PNKD	paroxysmal nonkinesigenic dyskinesia
1555355_a_at	1.39E-10	5.91E-13	-8.6814254	19.188161	-2.04451759	ETS1	"ETS proto-oncogene 1, transcription factor"
202953_at	5.19E-05	3.91E-06	-4.9819151	3.962146	-2.04430459	C1QB	complement C1q B chain
1569372_at	2.50E-05	1.61E-06	-5.2077741	4.812508	-2.04368468	LOC100507194	uncharacterized LOC100507194
211804_s_at	6.72E-06	3.27E-07	-5.6055761	6.350875	-2.04229641	CDK2	cyclin dependent kinase 2
206212_at	1.57E-04	1.50E-05	-4.6303903	2.676821	-2.03807727	CPA2	carboxypeptidase A2
210948_s_at	1.15E-07	2.41E-09	-6.7762999	11.104575	-2.03398087	LEF1	lymphoid enhancer binding factor 1
40560_at	1.88E-06	6.93E-08	-5.9823953	7.849049	-2.03132427	TBX2	T-box 2
227952_at	7.09E-03	1.51E-03	-3.2939484	-1.669973	-2.02981528	ZNF595	zinc finger protein 595
218720_x_at	1.16E-04	1.04E-05	-4.7278976	3.028386	-2.02826749	SEZ6L2	seizure related 6 homolog like 2
1569454_a_at	2.58E-02	7.46E-03	-2.7499798	-3.130782	-2.0271808	LOC283352	uncharacterized LOC283352
200923_at	5.02E-10	2.87E-12	-8.3218947	17.652182	-2.0264435	LGALS3BP	galectin 3 binding protein
1564220_a_at	5.27E-05	3.98E-06	-4.9770714	3.94411	-2.02624075	LINC01234	long intergenic non-protein coding RNA 1234
232676_x_at	1.73E-12	2.00E-15	-9.9839638	24.719919	-2.0226972	MYEF2	myelin expression factor 2
204017_at	5.74E-07	1.70E-08	-6.3178679	9.210523	-2.02167161	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
225882_at	7.48E-10	4.95E-12	-8.1974121	17.12046	-2.02091436	SLC35B4	solute carrier family 35 member B4
202637_s_at	3.07E-08	4.92E-10	-7.1446395	12.647969	-2.02023203	ICAM1	intercellular adhesion molecule 1
207704_s_at	4.66E-04	5.48E-05	-4.2781899	1.441651	-2.01871362	GAS7	growth arrest specific 7
229603_at	8.68E-09	1.06E-10	-7.4972497	14.138457	-2.01599471	BBS12	Bardet-Biedl syndrome 12
242100_at	2.08E-07	4.91E-09	-6.6100325	10.413727	-2.01089493	CHSY3	chondroitin sulfate synthase 3
223795_at	5.93E-06	2.79E-07	-5.6444824	6.503846	-2.0100075	TSPAN10	tetraspanin 10
230264_s_at	1.15E-11	2.18E-14	-9.4348385	22.397972	-2.00949137	AP1S2	adaptor related protein complex 1 sigma 2 subunit
228033_at	6.14E-08	1.14E-09	-6.9504647	11.832324	-2.00664251	E2F7	E2F transcription factor 7
206233_at	9.49E-06	4.98E-07	-5.501844	5.94511	-2.00249034	B4GALT6	"beta-1,4-galactosyltransferase 6"
205943_at	1.58E-04	1.50E-05	-4.6296133	2.674035	-2.00165995	TDO2	"tryptophan 2,3-dioxygenase"
241703_at	1.90E-06	6.99E-08	5.9804808	7.841349	2.00043052	RUNDC3B	RUN domain containing 3B
210372_s_at	2.82E-06	1.14E-07	5.8626795	7.369214	2.0015491	TPD52L1	tumor protein D52-like 1
202005_at	2.55E-05	1.66E-06	5.2010066	4.786771	2.00326815	ST14	suppression of tumorigenicity 14
208962_s_at	2.59E-04	2.73E-05	4.4689461	2.103674	2.00421677	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
212657_s_at	3.49E-04	3.89E-05	4.3729538	1.768411	2.00421901	IL1RN	interleukin 1 receptor antagonist
207843_x_at	1.74E-09	1.43E-11	7.9560711	16.09042	2.00502661	CYB5A	cytochrome b5 type A
227240_at	1.64E-05	9.66E-07	5.3366552	5.305533	2.00514934	NGEF	neuronal guanine nucleotide exchange factor
244745_at	8.24E-08	1.60E-09	6.8709417	11.499552	2.00532338	RERG	RAS like estrogen regulated growth inhibitor
227234_at	4.84E-07	1.38E-08	6.3665047	9.40978	2.00553359	IPO5P1	importin 5 pseudogene 1
216474_x_at	9.51E-04	1.30E-04	4.0350675	0.62345	2.00719314	TPSB2///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
240797_at	5.03E-05	3.76E-06	4.9917417	3.998764	2.00752709	PERP	"PERP, TP53 apoptosis effector"
230595_at	1.11E-09	8.04E-12	8.086881	16.648538	2.00806971	PGM5-AS1	PGM5 antisense RNA 1
227804_at	7.56E-06	3.77E-07	5.5705425	6.213492	2.00873522	TLCD1	TLC domain containing 1
229339_at	4.26E-09	4.47E-11	7.695221	14.979345	2.00877852	MYOCD	myocardin
220414_at	6.90E-03	1.46E-03	3.3045054	-1.639638	2.00946164	CALML5	calmodulin like 5
227742_at	1.52E-05	8.76E-07	5.3612708	5.400307	2.01002805	CLIC6	chloride intracellular channel 6
214203_s_at	6.12E-06	2.90E-07	5.6349334	6.466263	2.01172742	LOC102724788///PRODH	"proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1"
208335_s_at	1.41E-03	2.12E-04	3.8942283	0.163438	2.01464093	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
231148_at	1.06E-03	1.48E-04	3.9972669	0.498948	2.01538135	IGFL2	IGF like family member 2
203798_s_at	1.00E-03	1.38E-04	4.0179488	0.566974	2.01715578	VSNL1	visinin like 1
57588_at	3.21E-04	3.53E-05	4.3995372	1.860832	2.01738239	SLC24A3	solute carrier family 24 member 3
238441_at	5.27E-06	2.42E-07	5.679489	6.64184	2.0187557	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2
226682_at	9.14E-07	2.98E-08	6.1842526	8.665463	2.0194661	RORA	RAR related orphan receptor A
215271_at	9.23E-05	7.84E-06	4.8011431	3.295039	2.01975828	TNN	tenascin N
244524_at	3.36E-04	3.71E-05	4.3852494	1.811118	2.02010768	LOC101927382///PAX8-AS1	uncharacterized LOC101927382///PAX8 antisense RNA 1
236029_at	1.18E-04	1.05E-05	4.7246318	3.016547	2.0215317	FAT3	FAT atypical cadherin 3
225474_at	5.25E-07	1.52E-08	6.3434651	9.315336	2.02271963	MAGI1	"membrane associated guanylate kinase, WW and PDZ domain containing 1"
224746_at	9.24E-08	1.85E-09	6.8383956	11.36359	2.02342779	KIAA1522	KIAA1522
222802_at	5.11E-06	2.32E-07	5.6892614	6.680421	2.0251082	EDN1	endothelin 1
209094_at	2.75E-07	6.93E-09	6.5293191	10.079883	2.02662228	DDAH1	dimethylarginine dimethylaminohydrolase 1
215082_at	7.45E-06	3.70E-07	5.5748056	6.230191	2.02948708	ELOVL5	ELOVL fatty acid elongase 5
220413_at	3.71E-04	4.19E-05	4.3523958	1.697164	2.03086768	SLC39A2	solute carrier family 39 member 2
229288_at	4.52E-08	7.91E-10	7.0347847	12.186001	2.03114244	EPHA7	EPH receptor A7
208383_s_at	3.26E-05	2.23E-06	5.1256957	4.501411	2.03123185	PCK1	phosphoenolpyruvate carboxykinase 1
1552685_a_at	1.74E-07	3.97E-09	6.6595851	10.619192	2.03277188	GRHL1	grainyhead like transcription factor 1
230769_at	5.44E-05	4.15E-06	4.9668981	3.906256	2.03700849	DENND2C	DENN domain containing 2C
201843_s_at	2.94E-06	1.20E-07	5.8502134	7.319446	2.04012052	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
228090_at	9.28E-07	3.03E-08	6.1802561	8.649215	2.04208512	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
203697_at	8.97E-04	1.21E-04	4.0550304	0.689502	2.04242266	FRZB	frizzled-related protein
201627_s_at	2.28E-07	5.51E-09	6.5829635	10.301649	2.04377909	INSIG1	insulin induced gene 1
203951_at	5.77E-10	3.41E-12	8.2820648	17.482031	2.04391278	CNN1	calponin 1
231711_at	3.06E-03	5.40E-04	3.6152214	-0.715424	2.04458177	ACPP	"acid phosphatase, prostate"
221795_at	2.71E-05	1.78E-06	5.1824426	4.71625	2.04468239	NTRK2	neurotrophic receptor tyrosine kinase 2
202289_s_at	1.49E-05	8.56E-07	5.3670842	5.422717	2.04583585	TACC2	transforming acidic coiled-coil containing protein 2
216699_s_at	1.30E-09	9.83E-12	8.0409107	16.452344	2.04657338	KLK1	kallikrein 1
242773_at	3.78E-05	2.66E-06	5.0806347	4.33161	2.0474307	SLC5A1	solute carrier family 5 member 1
226884_at	2.26E-06	8.66E-08	5.9287606	7.633655	2.04889361	LRRN1	leucine rich repeat neuronal 1
213060_s_at	7.00E-06	3.43E-07	5.5939498	6.305244	2.05017109	CHI3L2	chitinase 3 like 2
1556579_s_at	4.03E-06	1.76E-07	5.7573515	6.949943	2.05121992	IGSF10	immunoglobulin superfamily member 10
207317_s_at	1.25E-07	2.68E-09	6.7518716	11.002823	2.05136237	CASQ2	calsequestrin 2
235004_at	4.41E-05	3.22E-06	5.0321596	4.149748	2.0537248	RBM24	RNA binding motif protein 24
206043_s_at	1.71E-06	6.18E-08	6.0099243	7.959862	2.05596	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
229616_s_at	8.33E-05	6.89E-06	4.8352438	3.419916	2.05715445	GRAMD2	GRAM domain containing 2
230076_at	5.80E-06	2.72E-07	5.650811	6.528769	2.05812226	PITPNM3	PITPNM family member 3
208006_at	1.77E-09	1.47E-11	7.9492515	16.061337	2.06183145	FOXI1	forkhead box I1
227705_at	2.33E-08	3.55E-10	7.2200061	12.965621	2.06337638	TCEAL7	transcription elongation factor A like 7
218174_s_at	2.65E-10	1.33E-12	8.4969641	18.400164	2.06368288	TMEM254	transmembrane protein 254
203872_at	7.97E-10	5.35E-12	8.179824	17.04535	2.06479105	ACTA1	"actin, alpha 1, skeletal muscle"
65517_at	4.64E-08	8.18E-10	7.0271545	12.153963	2.06493187	AP1M2	adaptor related protein complex 1 mu 2 subunit
222835_at	1.20E-04	1.07E-05	4.7192224	2.996947	2.066054	THSD4	thrombospondin type 1 domain containing 4
231382_at	1.12E-07	2.32E-09	6.7848551	11.14023	2.0676356	FGF18	fibroblast growth factor 18
211695_x_at	1.38E-09	1.06E-11	8.02458	16.382661	2.06886229	MUC1	"mucin 1, cell surface associated"
239132_at	4.07E-08	6.95E-10	7.0648675	12.312378	2.07018041	NOS1	nitric oxide synthase 1
202668_at	2.77E-06	1.12E-07	5.8675443	7.388645	2.07156718	EFNB2	ephrin B2
238121_at	1.81E-06	6.62E-08	5.9932813	7.892848	2.07576065	GK5	glycerol kinase 5 (putative)
226303_at	3.04E-06	1.26E-07	5.8380058	7.270748	2.07944589	PGM5	phosphoglucomutase 5
218434_s_at	7.37E-09	8.60E-11	7.5455496	14.343384	2.07979185	AACS	acetoacetyl-CoA synthetase
205857_at	2.80E-07	7.09E-09	6.5237497	10.056885	2.08118478	SLC18A2	solute carrier family 18 member A2
223739_at	1.50E-04	1.42E-05	4.6451918	2.729932	2.08121923	PADI1	peptidyl arginine deiminase 1
230611_at	2.84E-05	1.89E-06	5.1682364	4.662363	2.08198964	SYPL2	synaptophysin like 2
232378_at	1.12E-06	3.78E-08	6.1276936	8.435825	2.08243722	SLC5A9	solute carrier family 5 member 9
201510_at	2.22E-11	5.10E-14	9.2403095	21.571253	2.08331191	ELF3	E74 like ETS transcription factor 3
210119_at	7.22E-05	5.82E-06	4.8790768	3.581101	2.08621036	KCNJ15	potassium voltage-gated channel subfamily J member 15
205471_s_at	3.37E-07	8.90E-09	6.4705266	9.837379	2.08772217	DACH1	dachshund family transcription factor 1
214490_at	1.86E-08	2.70E-10	7.2829702	13.231412	2.0890613	ARSF	arylsulfatase F
209442_x_at	1.46E-06	5.16E-08	6.0530318	8.133728	2.08923484	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"
220620_at	4.50E-03	8.66E-04	3.4696502	-1.155864	2.09085501	CRCT1	cysteine rich C-terminal 1
203639_s_at	1.95E-09	1.66E-11	7.9214192	15.942662	2.09316221	FGFR2	fibroblast growth factor receptor 2
205083_at	3.29E-06	1.38E-07	5.8166251	7.185545	2.09756596	AOX1	aldehyde oxidase 1
226506_at	7.48E-09	8.78E-11	7.5407474	14.323003	2.09770413	THSD4	thrombospondin type 1 domain containing 4
214031_s_at	3.26E-10	1.72E-12	8.4378148	18.147444	2.09955822	KRT7	keratin 7
1553613_s_at	3.07E-06	1.28E-07	5.8351391	7.259317	2.10030268	FOXC1	forkhead box C1
229641_at	3.71E-06	1.59E-07	5.7822647	7.04886	2.10085114	CCBE1	collagen and calcium binding EGF domains 1
231916_at	1.01E-12	1.03E-15	10.1375732	25.365695	2.10096464	NOS1	nitric oxide synthase 1
205200_at	2.45E-06	9.62E-08	5.9033307	7.531766	2.10194855	EXOSC7///CLEC3B	exosome component 7///C-type lectin domain family 3 member B
207605_x_at	9.29E-06	4.84E-07	5.5086833	5.971767	2.10285994	ZNF117	zinc finger protein 117
206199_at	9.60E-09	1.21E-10	7.4664931	14.008048	2.10420357	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7
234680_at	6.38E-10	3.95E-12	8.2488249	17.340044	2.10486449	KRTAP17-1	keratin associated protein 17-1
220056_at	8.95E-05	7.54E-06	4.8113809	3.332481	2.10501679	IL22RA1	interleukin 22 receptor subunit alpha 1
223895_s_at	2.26E-04	2.32E-05	4.5129528	2.258768	2.1059763	EPN3	epsin 3
228988_at	2.10E-04	2.12E-05	4.5372451	2.344751	2.10660395	ZNF711	zinc finger protein 711
209772_s_at	2.76E-04	2.94E-05	4.4487764	2.03288	2.10796267	CD24	CD24 molecule
204719_at	8.80E-03	1.97E-03	3.2078077	-1.914773	2.10835821	ABCA8	ATP binding cassette subfamily A member 8
206023_at	5.65E-05	4.35E-06	4.9544497	3.85999	2.10878627	NMU	neuromedin U
210479_s_at	1.87E-05	1.12E-06	5.2986581	5.159617	2.10926527	RORA	RAR related orphan receptor A
206421_s_at	4.20E-03	7.96E-04	3.4958516	-1.077541	2.1095688	SERPINB7	serpin family B member 7
219064_at	4.03E-04	4.63E-05	4.3250426	1.602674	2.11077108	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
230782_at	6.85E-07	2.10E-08	6.2672349	9.003563	2.11091448	SORD	sorbitol dehydrogenase
221610_s_at	4.23E-06	1.86E-07	5.7433308	6.894345	2.11157396	STAP2	signal transducing adaptor family member 2
212543_at	6.69E-05	5.31E-06	4.9027119	3.668321	2.11173271	AIM1	absent in melanoma 1
215133_s_at	3.28E-06	1.37E-07	5.8170066	7.187065	2.11432867	LOC102725213///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B
209608_s_at	1.02E-08	1.31E-10	7.4494328	13.93574	2.11472539	ACAT2	acetyl-CoA acetyltransferase 2
209366_x_at	9.48E-10	6.55E-12	8.1335696	16.847849	2.11795679	CYB5A	cytochrome b5 type A
1569044_at	4.30E-09	4.53E-11	7.6924158	14.967413	2.11837677	CDC42BPG	CDC42 binding protein kinase gamma
210058_at	9.29E-05	7.91E-06	4.7990263	3.287303	2.12021486	MAPK13	mitogen-activated protein kinase 13
239006_at	1.18E-05	6.45E-07	5.4375734	5.69528	2.12035915	SLC26A7	solute carrier family 26 member 7
232752_at	1.26E-05	7.02E-07	5.4166096	5.614059	2.12172215	LOXL1-AS1	LOXL1 antisense RNA 1
210959_s_at	3.77E-08	6.31E-10	7.0869831	12.405348	2.12313091	SRD5A1	steroid 5 alpha-reductase 1
228434_at	2.93E-07	7.54E-09	6.5094782	9.997979	2.12376573	BTNL9	butyrophilin like 9
208963_x_at	5.84E-06	2.74E-07	5.6486806	6.520378	2.12428812	MIR1908///FADS1	microRNA 1908///fatty acid desaturase 1
206140_at	7.74E-04	1.01E-04	4.1069348	0.862206	2.12511151	LHX2	LIM homeobox 2
227752_at	2.30E-05	1.46E-06	5.2325777	4.906969	2.13252842	SPTLC3	serine palmitoyltransferase long chain base subunit 3
229657_at	3.39E-05	2.33E-06	5.1146498	4.459721	2.13360717	THRB	thyroid hormone receptor beta
232027_at	4.92E-07	1.41E-08	6.3616004	9.389669	2.13420471	SYNE1	spectrin repeat containing nuclear envelope protein 1
219946_x_at	9.14E-06	4.75E-07	5.5132731	5.989664	2.13476026	MYH14	"myosin, heavy chain 14, non-muscle"
230464_at	2.30E-06	8.89E-08	5.9223476	7.607946	2.13634893	S1PR5	sphingosine-1-phosphate receptor 5
238983_at	1.09E-06	3.65E-08	6.1358915	8.469068	2.13642274	NSUN7	NOP2/Sun RNA methyltransferase family member 7
213765_at	7.96E-05	6.52E-06	4.8494024	3.471899	2.13936776	MFAP5	microfibrillar associated protein 5
203917_at	1.26E-03	1.84E-04	3.9353856	0.296768	2.13995177	CXADR	coxsackie virus and adenovirus receptor
223748_at	3.23E-05	2.21E-06	5.1280247	4.510206	2.14209547	SLC4A11	solute carrier family 4 member 11
208651_x_at	6.28E-04	7.86E-05	4.1774408	1.099	2.14258744	CD24	CD24 molecule
239272_at	3.62E-05	2.53E-06	5.0934735	4.379917	2.14506246	MMP28	matrix metallopeptidase 28
217621_at	1.88E-08	2.74E-10	7.2798521	13.218242	2.14533397	SLC6A2	solute carrier family 6 member 2
1552575_a_at	1.62E-04	1.56E-05	4.619671	2.638416	2.14636707	C6orf141	chromosome 6 open reading frame 141
210426_x_at	7.90E-06	3.97E-07	5.5573344	6.161786	2.14683766	RORA	RAR related orphan receptor A
209212_s_at	4.08E-04	4.70E-05	4.3207363	1.58783	2.14712189	KLF5	Kruppel like factor 5
227393_at	1.53E-07	3.42E-09	6.6949367	10.766001	2.14733188	ANO9	anoctamin 9
205498_at	6.00E-05	4.67E-06	4.9362852	3.792582	2.1500018	GHR	growth hormone receptor
236616_at	2.35E-05	1.50E-06	5.2262888	4.882999	2.15012622	PSD4	pleckstrin and Sec7 domain containing 4
243871_at	1.39E-04	1.28E-05	4.6720248	2.82645	2.15017876	LOC100130476	uncharacterized LOC100130476
203287_at	1.22E-04	1.10E-05	4.7129045	2.974071	2.15113178	LAD1	ladinin 1
206191_at	2.30E-07	5.59E-09	6.5797149	10.288206	2.15270881	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
209126_x_at	1.53E-02	3.90E-03	2.9785359	-2.542087	2.15404839	KRT6B	keratin 6B
235515_at	2.52E-06	9.99E-08	5.8941255	7.494922	2.15427124	SYNE4	spectrin repeat containing nuclear envelope family member 4
214705_at	1.54E-07	3.43E-09	6.6937405	10.76103	2.15605136	PATJ	"PATJ, crumbs cell polarity complex component"
226817_at	2.23E-03	3.66E-04	3.732416	-0.351678	2.16146605	DSC2	desmocollin 2
216701_at	1.29E-07	2.79E-09	6.7418849	10.96125	2.16907233	C1orf68	chromosome 1 open reading frame 68
206747_at	2.98E-08	4.74E-10	7.1531505	12.683812	2.17091409	GPRIN2	G protein regulated inducer of neurite outgrowth 2
204997_at	2.82E-11	6.97E-14	9.1690539	21.267995	2.173855	GPD1	glycerol-3-phosphate dehydrogenase 1
206345_s_at	8.30E-07	2.64E-08	6.2131554	8.783067	2.1742337	PON1	paraoxonase 1
